timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, pstate, clocks.current.sm [MHz]
2025/12/17 13:54:00.789, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:54:05.792, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:54:10.794, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:54:15.796, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:54:20.798, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:54:25.801, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:54:30.803, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:54:35.805, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:54:40.807, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:54:45.809, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:54:50.811, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:54:55.839, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:00.873, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:05.875, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:55:10.877, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:55:15.879, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:55:20.881, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:25.883, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:30.885, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:55:35.887, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:55:40.889, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:55:45.893, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:50.895, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:55:55.897, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:56:00.899, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:56:05.901, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:56:10.903, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:15.905, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:20.907, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:25.909, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:56:30.911, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:56:35.913, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:40.915, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:45.917, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:56:50.919, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:56:55.920, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:57:00.922, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:57:05.924, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:57:10.926, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:57:15.928, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:57:20.930, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:57:25.932, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:57:30.934, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:57:35.936, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:57:40.938, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:57:45.940, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:57:50.942, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:57:55.944, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:58:00.947, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:58:05.949, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:58:10.951, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:58:15.953, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:58:20.955, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:58:25.959, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:58:30.962, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:58:35.964, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:58:40.966, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:58:45.971, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:58:50.973, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:58:55.975, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
